Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün derecelendirmesi sayısı (product.metafields.reviews.rating_count),Etkinlik (product.metafields.shopify.occasion),Koku (product.metafields.shopify.scent),Mevsim (product.metafields.shopify.season),Hedef Cinsiyet (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sare-b-132-mor-zarafet,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,1,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-b-131-karanlik-alev,Sare - B-131 Karanlık Alev - Bvlgari Man In Black'ten İlham Alan Erkek Parfümü,"<p>Bu parfüm, Bvlgari'nin ""ateş tanrısı"" Vulcan'ın doğumundan ilham alan, ""baharatlı"", ""boozy"" (içkili) ve ""karanlık"" modern klasiği Man In Black'ten (2014) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Karanlık Alev, ""isli"" bir ""tütün"" yaprağının, ""sıcak"" baharatlar ve ""zengin"" bir ""rom"" (rum) notasıyla buluşmasıdır.</i> Bu koku, ""soğuk"" bir ferahlık değil; bu, ""ateşli"", ""deri"" tabanlı ve ""reçineli"" bir ""erkeksi"" güç aurası.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Alberto Morillas) ""olayı"", 2014'te piyasaya sürüldüğünde, ""erkek parfümerisinin"" ""baharatlı oryantal"" (spicy oriental) kategorisini yeniden tanımlamasıdır. ""Viktor&amp;Rolf Spicebomb""a (V-170) sıkça benzetilse de, Man In Black, ""rom"" ve ""sümbülteber"" (tuberose) notalarıyla daha ""olgun"", ""daha karanlık"" ve ""daha lüks"" bir ""takım elbise"" kokusu olarak konumlanmıştır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Oryantal Çiçeksi (Baharatlı/Deri)</li>
<li>
<b>Üst Notalar:</b> Baharatlar, Rom (Rum), Tütün</li>
<li>
<b>Orta Notalar:</b> Deri (Leather), İris (Süsen), Sümbülteber (Tuberose)</li>
<li>
<b>Alt Notalar:</b> Tonka Fasulyesi, Guaiac Ağacı, Benzoin (Reçine)</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""spor"" veya ""gündelik"" bir koku değildir. Bu, ""takım elbise"" gerektiren ""resmi"" ve ""olgun"" bir kokudur. Rom ve baharatlar baskındır, ancak sümbülteber ve iris ona ""beklenmedik"" bir ""pudralı"" derinlik katar. ""Karizmatik"", ""sıcak"" ve ""güvenilir"" bir kış imzası arayanlar için idealdir. Performansı güçlüdür.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""güç"" ve ""karizma"" anlarının atmosferini taşır. ""Resmi"" bir ""iş yemeği"", ""soğuk"" bir ""kış"" düğünü veya ""özel"" bir ""kutlama""nın ""ağırbaşlı"" havasını yansıtır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Bvlgari Man In Black kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Alkollü Koku (Boozy), Amber, Baharatlı, Baştan Çıkarıcı Koku, Bvlgari Muadili, Cüretkar Koku, Davet Kokusu, Deri, Deri Kokusu, Deri Notalı, Erkek Parfümü, Gece Kokusu, Güçlü Koku, İltifat Alan Parfüm, İmza Koku, İris Notalı, Kalıcı Parfüm, Karanlık Koku, Karizmatik Koku, Kış Parfümü, Lüks Koku, Man In Black Muadili, Maskülen Koku, Olgun Koku, Oryantal, Pahalı Kokan Parfüm, Resmi Koku, Rom Kokusu, Rom Notalı, Sare-Karanlik-Alev, Seksi Koku, Siyah Takım Elbise Kokusu (Black Tie), Sofistike Koku, Sonbahar Parfümü, Sıcak Baharatlı, Sıcak Koku, Tonka Fasulyesi, Tütün Kokusu, Tütün Notalı, Yayılımı Yüksek, Zengin Koku, Çekici Koku, Özel Gece Kokusu",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,2,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/siyah_tema.jpg?v=1762864012,1,"",false,,,,,,,,,,,,,,,,ozel-durum; diger; resmi,,sonbahar; kis,erkek,,kg,,,active
sare-b-131-karanlik-alev,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,2,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-b-130-zen-bahcesi,Sare - B-130 Zen Bahçesi - Bvlgari Thé Vert Extrême'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Bvlgari'nin ikonik ve ""ilk"" çay kokusu olan Thé Vert'in (Yeşil Çay) daha yoğun, daha kalıcı ve daha aromatik versiyonu olan Thé Vert Extrême'den (1996) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Zen Bahçesi, taze demlenmiş bir yeşil çay yaprağının buharı ile keskin, asidik bir bergamot ve aromatik kakule (cardamom) baharatının buluşmasıdır.</i> Bu koku, hafif bir kolonya değil; bu, narenciyeli, baharatlı ve odunsu bir huzur.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Jean-Claude Ellena) olayı, 1992'de çıkan orijinal Thé Vert'in başarısından sonra, daha kalıcı ve daha yoğun bir versiyon (Extrême) olarak tasarlanmasıdır. Ellena, bu kokuyla modern parfümeride ""çay"" (tea) notasını bir kategori haline getirmiş ve minimalist, zen lüksünün öncüsü olmuştur.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Narenciyeli Aromatik (Çay)</li>
<li>
<b>Üst Notalar:</b> Bergamot, Portakal Çiçeği, Kişniş, Biber</li>
<li>
<b>Orta Notalar:</b> Yeşil Çay, Kakule (Cardamom), Yasemin, Bulgar Gülü</li>
<li>
<b>Alt Notalar:</b> Sedir Ağacı, Sandal Ağacı, Misk</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■□□□ [7/10]<br>
Yayılım: ■■■■■■□□□□ [6/10]<br>
Mevsim: İlkbahar 🌸, Yaz ☀️
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, kalıcılık canavarı bir koku değildir. Bu, temiz, ferah ve sofistike bir gündüz kokusudur. Yeşil çay ve bergamot baskındır. Orijinal Thé Vert'ten daha baharatlı ve daha kalıcıdır. Minimalist, huzurlu ve entelektüel bir imza arayanlar için idealdir. Performansı ılımlıdır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, sakin ve meditatif anların atmosferini taşır. Japon tarzı bir bahçede yürüyüş, sakin bir pazar kahvaltısı veya stresli bir günün ardından gelen rahatlama anlarına uygundur.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Bvlgari Thé Vert Extrême kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Aromatik, Bahar Parfümü, Beyaz Gömlek Kokusu, Bitkisel Koku, Bvlgari Muadili, Duru Koku, Elegant Koku, Entelektüel Koku, Ferah Koku, Günlük Parfüm, Güzellik Kokusu, Hafif Parfüm, İmza Koku, Kakule Notalı, Kalıcı Parfüm, Meditatif Koku, Minimalist Koku, Misk Notalı, Narenciye, Narenciye Kokusu, Ofis Parfümü, Profesyonel Koku, Sare-Zen-Bahcesi, Sofistike Koku, Taze Koku, Temiz Koku, Thé Vert Extrême Muadili, Unisex Parfüm, Yaz Parfümü, Yeşil Koku, Yeşil Çay Kokusu, Zahmetsiz Şıklık, Zarif Koku, Zen Kokusu, Çay Kokusu, Çay Notalı",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,0,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,her-gun; gundelik; ofis; romantik,,sonbahar; ilkbahar; yaz,uniseks,,kg,,,active
sare-b-130-zen-bahcesi,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,0,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-b-120-altin-aura,Sare - B-121 Altın Aura - Burberry Goddess'tan İlham Alan Kadın Parfümü,"<p>Bu parfüm, Burberry'nin 2023'te piyasaya sürdüğü, vanilya notasının üç farklı halini kullanarak modern bir gurme klasiği yaratan Goddess'tan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Altın Aura, güneş altında ısınmış bir lavanta tarlasının, üç farklı vanilyanın (tahiti, burbon ve vanilya havyarı) kremsi, sıcak ve zengin dokunuşuyla buluşmasıdır.</i> Bu koku, ağır bir tatlılık değil; bu, altın rengi bir ışık gibi saran, lüks ve aromatik bir gurme.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Amandine Clerc-Marie) olayı, vanilyanın farklı yönlerini (odunsu, tatlı, hayvansal) birleştiren ""üçlü vanilya"" (trio vanilla) akorudur. Geleneksel olarak erkek parfümleriyle özdeşleşen lavanta notasını, bu yoğun vanilya ile birleştirerek modern ve güçlü bir kadın imzası yaratmıştır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Aromatik Gurme (Vanilya/Lavanta)</li>
<li>
<b>Üst Notalar:</b> Vanilya, Lavanta, Kakao, Zencefil</li>
<li>
<b>Orta Notalar:</b> Vanilya Havyarı (Vanilla Caviar)</li>
<li>
<b>Alt Notalar:</b> Vanilya Mutlak (Vanilla Absolute), Lavanta</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Sonbahar 🍂, Kış ❄️, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, basit bir vanilya kokusu değildir. Bu, lavantanın aromatik ferahlığıyla dengelenmiş, zengin ve çok katmanlı bir vanilya deneyimidir. Mon Guerlain veya YSL Libre'yi seven ancak daha fazla vanilya ve daha az çiçek isteyenler için idealdir. Sıcak, samimi ve lüks bir imza kokusudur.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, altın saatler (golden hour) ve gün batımı anlarının atmosferini taşır. Şık bir sonbahar yürüyüşü veya samimi bir akşam buluşmasının sıcak ve güvenli havasını yansıtır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Burberry Goddess kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Altın Kokusu, Aristokrat Koku, Aromatik, Aromatik Vanilya, Burberry Muadili, CEO Kokusu, Dört Mevsim Parfümü, Farklı Vanilya, Goddess Muadili, Gurme, Güneşli Koku (Solar), Güçlü Aura, Güçlü Kadın Kokusu, Güçlü Koku, İltifat Alan Parfüm, İltifat Mıknatısı, İmza Koku, Joker Parfüm, Kadın Parfümü, Kakao Notalı, Kalıcı Parfüm, Karizmatik Koku, Konfor Kokusu, Kraliçe Kokusu, Kremsi Koku, Kış Parfümü, Lavanta Kokusu, Lavanta Notalı, Lüks Koku, Ofis Parfümü, Pahalı Kokan Parfüm, Performans Canavarı, Sare-Altin-Aura, Sofistike Koku, Sonbahar Parfümü, Sıcak Baharatlı, Sıcak Koku, Tanrıça Kokusu, Ultra Lüks Parfüm, Vanilya, Vanilya Kokusu, Vanilya Notalı, Yayılımı Yüksek, Zencefil Notalı, Zengin Koku, Üçlü Vanilya, Şekerli Olmayan Tatlı",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,2,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,her-gun; ofis; romantik,,sonbahar; ilkbahar; yaz; kis,kadin,,kg,,,active
sare-b-120-altin-aura,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,2,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-b-120-kremsi-ruya,Sare - B-120 Kremsi Rüya - Burberry Her Elixir'den İlham Alan Kadın Parfümü,"<p>Bu parfüm, Burberry'nin popüler ""Her"" koleksiyonunun, daha yoğun, daha kremsi ve o ""opak pembe"" şişesiyle tanınan yorumu Her Elixir de Parfum'den (2022) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Kremsi Rüya, sulu ve tatlı kırmızı meyvelerin (çilek/böğürtlen), yoğun bir vanilya kremsi ve yumuşak sandal ağacı ile çırpılmasıdır.</i> Bu koku, keskin bir meyve değil; bu, pürüzsüz, çilekli milkshake hissiyatı veren, yumuşak ve bağımlılık yapıcı bir gurme aurası.</p>

<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Meyveli Gurme (Kremsi)</li>
<li>
<b>Üst Notalar:</b> Çilek, Ahududu, Böğürtlen</li>
<li>
<b>Orta Notalar:</b> Yasemin</li>
<li>
<b>Alt Notalar:</b> Vanilya, Amber, Sandal Ağacı</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Sonbahar 🍂, Kış ❄️, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, taze veya narenciyeli bir koku değildir. Bu, pudralı ve kremsi bir meyve kokusudur. Çilek ve vanilya baskındır. Çilekli milkshake veya lüks bir vücut losyonu gibi kokan, yumuşak ama kalıcı bir imza arayanlar için idealdir. Performansı güçlüdür.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, kaygısız ve konforlu bir atmosferi yansıtır. Güneşli bir hafta sonu gezintisi, şık bir brunch (kahvaltı) veya arkadaşlarla gidilen keyifli bir kahve molasının samimi havasını taşır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Burberry Her Elixir de Parfum kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Baştan Çıkarıcı Koku, Burberry Muadili, Böğürtlen Notalı, Dört Mevsim Parfümü, Gurme, Her Elixir Muadili, İltifat Alan Parfüm, İltifat Mıknatısı, İmza Koku, Joker Parfüm, Kadın Parfümü, Kalıcı Parfüm, Konfor Kokusu, Kremsi Koku, Kış Parfümü, Lezzetli Koku, Lüks Koku, Meyveli, Olgun Koku, Oryantal, Sandal Ağacı Kokusu, Sare-Kremsi-Ruya, Seksi Koku, Sofistike Koku, Sonbahar Parfümü, Sütlü Koku (Laktonik), Sıcak Koku, Tatlı Koku, Vanilya Kokusu, Vanilya Notalı, Yayılımı Yüksek, Yenilebilir Koku, Zengin Koku, Çekici Koku, Çilek Kokusu, Çilek Notalı, Çilekli Milkshake Kokusu",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,2,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,her-gun,,sonbahar; ilkbahar; yaz,kadin,,kg,,,active
sare-b-120-kremsi-ruya,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,2,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-j-115-gumus-firtina,Sare - J-115 Gümüş Fırtına - Jacques Bogart Silver Scent Intense'den İlham Alan Erkek Parfümü,"<p>Bu parfüm, Jacques Bogart'ın performans odaklı, fütüristik ve metalik imzasıyla tanınan Silver Scent serisinin daha yoğun, daha karanlık ve daha güçlü versiyonu olan Silver Scent Intense'den (2009) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Gümüş Fırtına, buzlu bir portakal çiçeği ve limonun, metalik bir zırh gibi serin tonka fasulyesi ve sentetik ud ağacı ile çarpışmasıdır.</i> Bu koku, doğal bir bahçe değil; sentetik, keskin, tatlı ve fütüristik bir gece aurası.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun olayı, içinde üzüm notası bulunmamasına rağmen, portakal çiçeği ve tonka fasulyesinin birleşimiyle yarattığı o meşhur üzümlü gazoz (grape soda) illüzyonudur. Bu sentetik ve tatlı metalik hava, onu performans canavarı kokular arasında bir kült klasik yapmıştır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Oryantal Fougère (Meyveli/Baharatlı)</li>
<li>
<b>Üst Notalar:</b> Portakal Çiçeği, Limon, Acı Portakal</li>
<li>
<b>Orta Notalar:</b> Lavanta, Kakule, Biberiye, Muskat, Kişniş</li>
<li>
<b>Alt Notalar:</b> Tonka Fasulyesi, Ud (Agarwood), Tik Ağacı, Vetiver</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■■ [10/10]<br>
Yayılım: ■■■■■■■■■■ [10/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, sessiz bir koku değildir. Eski okul (old-school) güç bombalarının modern bir yorumudur. Sentetik yapısı bilinçli bir tercihtir; temiz, metalik ve tatlıdır. Fark edilmeme ihtimali olmayan, baskın karakterli bir imza. Performansı nükleer seviyededir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, neon ışıklarıyla aydınlanmış hareketli bir şehir caddesi, yüksek enerjili bir kalabalık veya sabaha karşı bitmeyen bir gecenin serin atmosferini yansıtır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Jacques Bogart Silver Scent Intense kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Canavar Yayılım, Erkek Parfümü, Fütüristik Koku, Jacques Bogart Muadili, Kalıcı Parfüm, Metalik Koku, Portakal Çiçeği, Sare-Gumus-Firtina, Silver Scent Intense Muadili, Tonka Fasulyesi, Uygun Fiyatlı Niş, Üzüm Kokusu",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,0,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/siyah_tema.jpg?v=1762864012,1,"",false,,,,,,,,,,,,,,,,her-gun; romantik,,sonbahar; ilkbahar; yaz; kis,erkek,,kg,,,active
sare-j-115-gumus-firtina,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,0,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-142-silahin-cazibesi,Sare - A-142 Silahın Cazibesi - Azzaro Wanted Girl'den İlham Alan Kadın Parfümü,"<p>Bu parfüm, Azzaro'nun ""Wanted"" serisinin erkek versiyonuna (silah tamburu şişeli) kadın cevabı olan, o ikonik ""çiçek tetiği"" şişesiyle tanınan Wanted Girl'den (2019) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Silahın Cazibesi, ""patlayan"" bir ""nar"" (pomegranate) ve ""portakal çiçeği"" notasının, ""tatlı"" bir ""Dulce de Leche"" (süt reçeli) ve ""baharatlı"" zencefil ile buluşmasıdır.</i> Bu koku, ""hafif"" bir çiçek değil; bu, ""tatlı"", ""gurme"" ve ""kışkırtıcı"" bir ""silah"" (weapon of seduction).</p>
<p><b>Bunu Biliyor muydunuz?</b></p>

<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Çiçeksi Gurme (Tatlı/Meyveli)</li>
<li>
<b>Üst Notalar:</b> Portakal Çiçeği, Zencefil, Nar, Pembe Biber</li>
<li>
<b>Orta Notalar:</b> Dulce de Leche (Süt Reçeli), Datura Çiçeği</li>
<li>
<b>Alt Notalar:</b> Tonka Fasulyesi, Paçuli, Vetiver</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""hafif"" veya ""taze"" bir koku değildir. Bu, ""tatlı"", ""gurme"" ve ""çiçeksi"" bir kokudur. ""Süt reçeli"" ve ""portakal çiçeği"" baskındır. ""İltifat mıknatısı"" olarak bilinir ve ""eğlenceli"", ""oyuncu"" bir imza arayanlar için idealdir. Performansı güçlüdür.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""eğlenceli"" ve ""dinamik"" bir ""gece"" atmosferini yansıtır. ""Arkadaşlarla"" çıkılan bir ""akşam yemeği"" veya ""enerjik"" bir ""kutlama"" anının ""tatlı"" havasını taşır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Azzaro Wanted Girl kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Azzaro Muadili, Dulce de Leche, Eğlenceli Koku, Gurme Koku, İltifat Mıknatısı, Kadın Parfümü, Kalıcı Parfüm, Portakal Çiçeği, Sare-Silahin-Cazibesi, Süt Reçeli, Tatlı Parfüm, Wanted Girl Muadili",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,1,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,her-gun; romantik,,sonbahar; ilkbahar; yaz; kis,kadin,,kg,,,active
sare-a-142-silahin-cazibesi,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,1,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-141-celik-isyan,Sare - A-141 Çelik İsyan - Azzaro Wanted'dan İlham Alan Erkek Parfümü,"<p>Bu parfüm, 2016 yılında ""silah tamburu"" (revolver barrel) şeklindeki ikonik şişesiyle piyasaya sürülen ve ""baharatlı-odunsu"" erkek kokularına ""metalik"" bir yorum getiren Azzaro Wanted'dan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Çelik İsyan, keskin, metalik bir limon ve zencefil patlamasının, kakule (cardamom) ve ardıç meyvesinin (juniper) aromatik, temiz kalbiyle çarpışmasıdır.</i> Bu koku, ağır bir baharat değil; bu, tonka fasulyesi ile tatlandırılmış, taze, enerjik ve maskülen bir metalik ferahlık.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Fabrice Pellegrin) olayı, şişe tasarımıyla doğrudan bağlantılı olan ""mekanik"" ve ""teknolojik"" hissiyatıdır. Parfümör, limon ve zencefilin parlaklığını, vetiver ve tonkanın sıcaklığıyla birleştirerek, ""soğuk metal"" ve ""sıcak barut"" arasındaki zıtlığı kokusal olarak yaratmayı amaçlamıştır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Odunsu Baharatlı (Aromatik)</li>
<li>
<b>Üst Notalar:</b> Limon, Zencefil, Lavanta, Nane</li>
<li>
<b>Orta Notalar:</b> Kakule (Cardamom), Ardıç, Elma, Sardunya</li>
<li>
<b>Alt Notalar:</b> Tonka Fasulyesi, Amber Ağacı, Vetiver</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: Dört Mevsim 🌸☀️🍂❄️
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, çekingen bir koku değildir. Bu, ""Invictus"" (P-102) tarzı ""tatlı-taze"" kokuları seven ancak daha ""baharatlı"", ""keskin"" ve ""odunsu"" bir alternatif arayanlar içindir. Limon ve tonka baskındır. Güçlü bir yayılıma sahiptir ve fark edilmek isteyen, dışa dönük karakterler için idealdir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, yüksek enerjili ve dinamik anların atmosferini taşır. Arkadaşlarla gidilen bir spor etkinliği, kalabalık bir bar ortamı veya hareketli bir hafta sonu gezisinin canlı havasını yansıtır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Azzaro Wanted kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareperfume,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Azzaro Muadili, Baharatlı Parfüm, Erkek Parfümü, Güçlü Koku, İltifat Mıknatısı, Kalıcı Parfüm, Limon, Metalik Koku, Sare-Celik-Isyan, Tonka Fasulyesi, Wanted Muadili, Zencefil",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,3,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/siyah_tema.jpg?v=1762864012,1,"",false,,,,,,,,,,,,,,,,her-gun; gundelik,,sonbahar; ilkbahar; yaz,erkek,,kg,,,active
sare-a-141-celik-isyan,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,3,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
